publishedAt,title,artist,rating,genres
2021-02-23T03:16:51Z,Neon Shark vs. Pegasus,Trippie Redd,4,pop punk;emo trap;rap rock
2021-02-24T03:37:25Z,Imperative Imperceptible Impulse,Ad Nauseam,8,tech death;contemporary classical
2021-02-25T19:41:45Z,If It Bleeds It Can Be Killed,Conway & Big Ghost Ltd,7,gangsta rap
2021-02-26T19:55:52Z,As the Love Continues,Mogwai,6,post-rock
2021-03-02T02:38:34Z,L.W.,King Gizzard & The Lizard Wizard,7,microtonal psych rock
2021-03-03T03:15:27Z,Carnage,Nick Cave & Warren Ellis,8,chamber pop;ambient;singer-songwriter
2021-03-04T05:57:32Z,Little Oblivions,Julien Baker,4,indie rock;indie folk
2021-03-09T04:06:14Z,Smiling with No Teeth,Genesis Owusu,8,neo-soul;alternative hip hop
2021-03-10T03:22:09Z,Unlocked 1.5,Denzel Curry x Kenny Beats,6,hardcore hip hop
2021-03-11T17:34:08Z,Harlecore,Danny L Harle,6,edm
2021-03-12T19:35:19Z,Yol,Altın Gün,7,anatolian rock;synthpop
2021-03-13T21:12:35Z,El Madrileño,C. Tangana,7,alternative r&b;latin pop
2021-03-18T19:42:15Z,Spare Ribs,Sleaford Mods,4,uk hip hop;post-punk
2021-03-19T17:57:27Z,BREAKING UP,Rural Internet,7,experimental hip hop
2021-03-23T03:49:01Z,Justice,Justin Bieber,3,pop
2021-03-24T02:09:52Z,Chemtrails Over the Country Club,Lana Del Rey,7,singer-songwriter;dream pop;soft rock;americana
2021-03-25T03:33:29Z,The Plugs I Met 2,Benny the Butcher & Harry Fraud,7,east coast hip hop;gangsta rap
2021-03-26T02:07:11Z,Palais d'Argile,Feu! Chatterton,8,new chanson;art pop
2021-03-30T01:25:08Z,Is 4 Lovers,Death From Above 1979,6,dance-punk
2021-03-31T02:24:03Z,Clouds,NF,5,pop rap;conscious hip hop
2021-04-02T17:52:58Z,Haram,Armand Hammer & The Alchemist,8,abstract hip hop
2021-04-04T01:42:06Z,OH NO,Xiu Xiu,7,experimental pop
2021-04-06T02:43:02Z,From Me to You,Quadeca,5,emo trap;experimental hip hop
2021-04-07T18:37:41Z,G_d's Pee AT STATE'S END,Godspeed You! Black Emperor,7,post-rock
2021-04-08T21:15:46Z,Lei Line Eon,Iglooghost,6,lei music
2021-04-10T00:34:23Z,DEACON,serpentwithfeet,5,alternative r&b;art pop
2021-04-11T22:36:46Z,Promises,"Floating Points, Pharoah Sanders & The LSO",9,spiritual jazz;contemporary classical;electronic
2021-04-13T02:41:39Z,"ROADRUNNER: NEW LIGHT, NEW MACHINE",BROCKHAMPTON,8,alternative hip hop
2021-04-15T18:22:08Z,"Entertainment, Death",Spirit of the Beehive,7,noise pop;neo-psych;indie rock
2021-04-20T01:17:52Z,Slime Language 2,"Young Stoner Life, Young Thug, Gunna",5,trap rap
2021-04-23T17:02:13Z,La Maquina,Conway the Machine,7,east coast hip hop
2021-04-24T20:50:16Z,Violence Unimagined,Cannibal Corpse,7,death metal
2021-04-27T02:30:38Z,Michigan Boy Boat,Lil Yachty,4,trap rap
2021-04-28T02:48:28Z,A Diabolic Thirst,Spectral Wound,6,black metal
2021-04-29T18:03:16Z,The Battle at Garden's Gate,Greta Van Fleet,2,hard rock
2021-05-03T02:33:37Z,Nurture,Porter Robinson,8,electropop;glitch;folktronic
2021-05-05T04:33:27Z,Khaled Khaled,DJ Khaled,4,pop rap
2021-05-06T02:34:14Z,if i could make it go quiet,girl in red,3,indie pop
2021-05-07T03:08:48Z,Fortitude,Gojira,7,progressive groove metal
2021-05-09T21:41:40Z,Rainbow Bridge 3,Sematary,8,horrorcore;trap metal;noise;witch house
2021-05-12T04:52:41Z,Super What?,Czarface & MF DOOM,6,east coast hip hop
2021-05-13T03:52:18Z,Van Weezer,Weezer,5,power pop;hard rock
2021-05-14T02:09:42Z,Bright Green Field,Squid,7,art punk
2021-05-15T05:12:58Z,Seek Shelter,Iceage,7,post-punk
2021-05-18T03:25:24Z,The Off-Season,J. Cole,7,pop rap;conscious hip hop
2021-05-19T03:44:30Z,Daddy's Home,St. Vincent,9,psychedelic soul;soft rock
2021-05-20T16:55:07Z,Black to the Future,Sons of Kemet,7,afro-jazz
2021-05-25T02:29:50Z,Scaled and Icy,twenty one pilots,2,alternative pop
2021-05-26T03:43:57Z,sketchy.,Tune-Yards,7,indie pop;neo-psych
2021-05-27T02:45:08Z,Sour,Olivia Rodrigo,7,teen pop
2021-05-28T23:22:23Z,Pray for Haiti,Mach-Hommy,7,jazz rap;abstract hip hop
2021-06-01T01:46:33Z,...And Again Into the Light,Panopticon,8,atmospheric black metal;post-rock;americana
2021-06-02T02:19:17Z,Exodus,DMX,5,hardcore hip hop
2021-06-03T03:35:38Z,Cavalcade,black midi,8,avant-prog;art rock
2021-06-04T04:34:43Z,Avow,Portal,5,blackened death metal
2021-06-05T17:46:26Z,Un Canto por México Vol. 2,Natalia Lafourcade,6,mexican folk music
2021-06-08T03:21:27Z,Blue Weekend,Wolf Alice,4,alt rock;dream pop
2021-06-09T02:44:42Z,Jubilee,Japanese Breakfast,7,indie pop
2021-06-10T02:39:57Z,The Voice of the Heroes,Lil Baby & Lil Durk,6,trap rap;conscious hip hop
2021-06-12T05:38:02Z,The Fool,Bladee,6,tarot trap;d9
2021-06-15T03:22:05Z,"A Tiny House, In Secret Speeches, Polar Equals",Sweet Trip,7,dream pop;indietronic
2021-06-16T02:11:50Z,Culture III,Migos,2,trap rap
2021-06-17T04:47:21Z,Butterfly 3000,King Gizzard & The Lizard Wizard,5,neo-psych;synthpop
2021-06-18T02:14:20Z,Black Metal 2,Dean Blunt,7,more black metal
2021-06-19T18:18:52Z,The Life of Pi'erre 5,Pi'erre Bourne,5,trap rap
2021-06-21T18:28:31Z,Hall of Fame,Polo G,6,trap rap
2021-06-23T16:38:56Z,Ancient Dreams in a Modern Land,Marina,6,pop
2021-06-24T17:48:32Z,I Lie Here Buried with My Rings and My Dresses,Backxwash,8,industrial hip hop
2021-06-29T01:07:47Z,Call Me If You Get Lost,"Tyler, the Creator",8,alternative hip hop;neo-soul
2021-06-30T19:45:01Z,Planet Her,Doja Cat,5,pop rap
2021-07-01T18:11:52Z,Home Video,Lucy Dacus,7,singer-songwriter;indie pop
2021-07-03T02:24:25Z,The Golden Casket,Modest Mouse,2,indie rock;neo-psych
2021-07-07T02:23:24Z,The Turning Wheel,Spellling,10,art pop
2021-07-08T04:58:35Z,Escapades,Gaspard Augé,4,electro-disco
2021-07-10T20:59:47Z,Mood Valiant,Hiatus Kaiyote,7,neo-soul;nu-jazz
2021-07-13T20:43:30Z,"Last Year Was Weird, Vol. 3",Tkay Maidza,7,pop rap;neo-soul;r&b
2021-07-15T03:00:52Z,Vince Staples,Vince Staples,7,trap rap;west coast hip hop
2021-07-16T04:53:27Z,Twin Shadow,Twin Shadow,8,psych pop;synthpop
2021-07-20T03:31:11Z,Welcome to the Madhouse,Tones and I,0,dance pop
2021-07-21T02:54:04Z,Faith,Pop Smoke,4,pop rap;trap;ny drill
2021-07-22T02:22:41Z,Sling,Clairo,7,singer-songwriter;chamber folk;soft rock
2021-07-23T03:03:06Z,All Over the Place,KSI,5,pop rap;uk hip hop
2021-07-27T03:28:29Z,We're All Alone in This Together,Dave,6,conscious hip hop
2021-07-28T02:48:10Z,USEE4YOURSELF,IDK,5,pop rap
2021-07-29T03:48:32Z,Spiral,Darkside,7,krautrock;neo-psychedelia;electronic
2021-08-03T16:55:49Z,Bobby Tarantino III,Logic,3,trap rap;boom bap
2021-08-04T18:44:19Z,The House Is Burning,Isaiah Rashad,5,southern hip hop
2021-08-05T17:19:45Z,Take the Sadness Out of Saturday Night,Bleachers,6,pop rock
2021-08-06T03:26:10Z,Happier Than Ever,Billie Eilish,7,pop;r&b
2021-08-10T02:42:52Z,Animal,LUMP,7,indie pop;indietronic
2021-08-11T02:39:54Z,King's Disease II,Nas,8,east coast hip hop
2021-08-13T04:09:52Z,Sinner Get Ready,Lingua Ignota,10,neoclassical darkwave;neofolk;drone;liturgical music
2021-08-14T02:27:17Z,Stand for Myself,Yola,8,country soul
2021-08-17T02:45:54Z,Long Term Effects of Suffering,$uicideboy$,4,trap rap;horrorcore
2021-08-18T02:15:42Z,Van Gogh's Left Ear,ZelooperZ,6,trap rap;abstract hip hop
2021-08-19T04:59:47Z,GUMBO'!,Pink Siifu,8,southern hip hop;cloud rap
2021-08-20T03:55:01Z,"If This Isn’t Nice, I Don’t Know What Is",Still Woozy,5,bedroom pop
2021-08-21T06:50:07Z,Infinite Granite,Deafheaven,3,shoegaze;post-rock
2021-08-24T03:34:34Z,Solar Power,Lorde,4,psych pop;soft rock;indie folk
2021-08-26T04:20:43Z,Trip at Knight,Trippie Redd,5,trap;synth-rap
2021-08-27T03:39:11Z,Pressure Machine,The Killers,7,heartland rock
2021-08-29T04:58:28Z,Bo Jackson,Boldy James & The Alchemist,7,boom bap;jazz rap
2021-08-30T23:44:51Z,Glow On,Turnstile,8,post-hardcore;dream punk
2021-09-01T03:55:27Z,Colors II,Between the Buried and Me,4,prog metal;metalcore;metallic zaniness
2021-09-02T01:31:41Z,Donda,Kanye West,7,g.o.o.d. music
2021-09-03T04:56:11Z,"If I Can't Have Love, I Want Power",Halsey,6,alternative pop;industrial rock
2021-09-07T03:12:36Z,Certified Lover Boy,Drake,3,pop rap
2021-09-08T02:34:35Z,Sometimes I Might Be Introvert,Little Simz,8,conscious hip hop;orchestral rap;neo-soul
2021-09-09T03:38:49Z,Dawn of Chromatica,Lady Gaga,7,hyperpop;house;deconstructed club
2021-09-10T03:08:56Z,A Martyr's Reward,Ka,7,conscious hip hop;minimalist rap
2021-09-14T03:23:21Z,star-crossed,Kacey Musgraves,2,pop;crossover country
2021-09-15T03:15:31Z,The Melodic Blue,Baby Keem,6,alternative hip hop
2021-09-17T04:51:36Z,Screen Violence,CHVRCHES,6,synthpop
2021-09-18T02:07:10Z,HEY WHAT,Low,8,noise;post-industrial;drone;gospel
2021-09-21T03:43:31Z,Montero,Lil Nas X,7,w but still ratio
2021-09-22T02:07:22Z,By the Time I Get to Phoenix,Injury Reserve,9,experimental hip hop;glitch
2021-09-23T04:31:15Z,Any Shape You Take,Indigo De Souza,7,indie rock
2021-09-25T04:39:07Z,Torn Arteries,Carcass,7,melodic death metal
2021-09-28T02:43:17Z,The Long and Short of It,"quickly, quickly",7,alternative r&b;bedroom pop;nu jazz
2021-09-29T03:46:25Z,DOG BOY,ZillaKami,2,trap metal;grunge rap
2021-09-30T02:26:59Z,A Beginner's Mind,Sufjan Stevens & Angelo De Augustine,8,indie folk;chamber pop
2021-10-01T02:10:29Z,Nine,Sault,7,neo-soul;r&b;uk hip hop
2021-10-02T01:45:33Z,Flux,Poppy,6,alt rock
2021-10-04T18:12:30Z,Hitler Wears Hermes 8,Westside Gunn,6,east coast hip hop
2021-10-06T04:14:01Z,Half God,Wiki,8,alternative hip hop
2021-10-07T01:17:11Z,Let Me Do One More,illuminati hotties,8,indie rock;tenderpunk
2021-10-08T01:35:15Z,Oxidized,Frontierer,6,mathcore;djent;glitch
2021-10-12T04:42:20Z,The Color Blu(e),Blu,8,conscious hip hop
2021-10-13T04:35:37Z,Life of a Don,Don Toliver,4,melo-trap
2021-10-14T03:57:36Z,Talk Memory,BADBADNOTGOOD,7,jazz fusion
2021-10-15T02:21:27Z,Mercurial World,Magdalena Bay,8,synthpop
2021-10-16T17:11:25Z,Friends That Break Your Heart,James Blake,8,alternative r&b;ambient pop
2021-10-19T03:06:46Z,Punk,Young Thug,3,trap rap
2021-10-21T03:29:21Z,Juno,Remi Wolf,7,funky soul pop
2021-10-22T02:51:44Z,Volcanic Bird Enemy and the Voiced Concern,Lil Ugly Mane,7,look at the album cover
2021-10-23T03:38:27Z,Deep States,Tropical Frick Storm,6,art punk;noise rock;psych
2021-10-26T02:09:06Z,Music of the Spheres,Coldplay,2,synthpop;pop rock
2021-10-27T03:52:11Z,Blue Banisters,Lana Del Rey,5,singer-songwriter;pop;soft rock
2021-10-28T04:17:49Z,Sympathy for Life,Parquet Courts,6,post-punk;indie rock
2021-10-29T04:05:54Z,LP!,JPEGMAFIA,9,experimental hip hop
2021-11-02T02:11:18Z,=,Ed Sheeran,2,pop
2021-11-04T03:24:04Z,Hushed and Grim,Mastodon,6,prog metal
2021-11-05T02:21:08Z,I Don't Live Here Anymore,The War on Drugs,5,heartland rock;indie rock
2021-11-06T05:13:32Z,The Path of the Clouds,Marissa Nadler,7,dream pop;chamber folk;singer-songwriter
2021-11-10T03:28:15Z,Absolutely,Dijon,7,alternative r&b
2021-11-12T05:48:27Z,TwoPointFive,Aminé,6,alternative hip hop;trap rap
2021-11-13T05:42:17Z,Madison,Sloppy Jane,8,art pop;chamber music...in a cave
2021-11-15T06:27:20Z,Still Over It,Summer Walker,7,r&b
2021-11-16T02:49:38Z,An Evening with Silk Sonic,Silk Sonic,7,soul;funk
2021-11-17T05:06:20Z,Crawler,IDLES,6,post-punk
2021-11-19T03:21:03Z,Garbology,Aesop Rock x Blockhead,7,abstract hip hop
2021-11-22T18:16:34Z,Voyage,ABBA,5,europop
2021-11-25T03:38:25Z,30,Adele,7,pop soul
2021-11-25T23:58:40Z,Frailty,dltzk,7,experimental pop;indietronic
2021-11-30T05:00:55Z,Bloodmoon: I,Converge & Chelsea Wolfe,7,gothic & atmospheric sludge metal
2021-12-01T06:30:06Z,Henki,Richard Dawson & Circle,9,prog rock;heavy psych
2021-12-02T02:47:45Z,"Actually, You Can",Deerhoof,8,noise pop;indie rock
2021-12-03T03:47:48Z,Delta Estácio Blues,Juçara Marçal,7,brazilian avant-garde
2021-12-05T03:32:37Z,"Sincerely, Kentrell",YoungBoy Never Broke Again,4,trap rap
2021-12-07T03:47:39Z,Valentine,Snail Mail,5,indie rock
2021-12-08T05:30:50Z,Nice One,Catbite,7,ska
2021-12-12T19:13:14Z,Fatigue,L'Rain,8,neo-psychedelic soul;sound collage
2021-12-14T03:53:40Z,Faith in Persona,death's dynamic shroud.wmv,8,vaporwave;dance-pop;glitch
2021-12-15T04:35:28Z,Fighting Demons,Juice WRLD,4,emo trap
2021-12-16T06:11:15Z,Eternal Home,Fire-Toolz,7,blackened vapor;etc.
2022-01-12T04:59:28Z,Dawn FM,The Weeknd,8,synthpop;r&b
2022-01-13T06:20:17Z,Magic,Nas,7,east coast hip hop
2022-01-14T20:55:21Z,Live Life Fast,Roddy Ricch,3,pop rap;trap
2022-01-18T05:23:50Z,SICK!,Earl Sweatshirt,6,abstract hip hop
2022-01-19T05:26:54Z,Caprisongs,FKA twigs,8,alt-pop;r&b;trap
2022-01-20T02:37:41Z,fawn,foxtails,8,chamber screamo
2022-01-21T03:38:38Z,From a Birds Eye View,Cordae,6,conscious hip hop;trap rap
2022-01-23T20:43:25Z,Jodeki,tricot,7,math rock
2022-01-26T02:42:05Z,W,Boris,4,ambient;drone;experimental rock;dream pop
2022-01-27T02:46:37Z,The Overload,Yard Act,7,post-punk
2022-01-30T04:09:57Z,The Gods We Can Touch,AURORA,6,alt pop
2022-02-01T04:06:21Z,Three Dimensions Deep,Amber Mark,7,r&b;neo-soul
2022-02-02T03:49:16Z,Crystalline Exhaustion,Krallice,8,avant-garde metal
2022-02-04T04:58:42Z,Marchita,Silvana Estrada,9,singer-songwriter;chamber folk
2022-02-05T20:20:51Z,Before the Glinting Spell Unvests,Ustalost,7,atmospheric black metal
2022-02-08T02:06:02Z,Time Skiffs,Animal Collective,7,neo-psychedelia
2022-02-09T04:10:47Z,Ants from Up There,"Black Country, New Road",9,post-rock
2022-02-10T06:08:18Z,Laurel Hell,Mitski,6,synthpop;new wave
2022-02-11T04:32:35Z,Glitch Princess,yeule,7,glitch pop;post-industrial;ambient
2022-02-12T18:42:18Z,Few Good Things,Saba,6,conscious hip hop
2022-02-15T04:02:48Z,Dragon New Warm Mountain I Believe in You,Big Thief,9,indie folk
2022-02-16T06:32:35Z,Ethereal,$NOT,3,trap rap
2022-02-17T04:07:26Z,Lucifer on the Sofa,Spoon,7,indie rock
2022-02-18T04:30:29Z,The Dream,alt-J,6,alt-pop
2022-02-22T06:12:25Z,2 Alivë,Yeat,4,trap rap
2022-02-23T03:38:17Z,Cowboy Tears,Oliver Tree,3,alternative pop
2022-02-24T04:22:13Z,Digital Roses Don't Die,Big K.R.I.T.,4,southern hip hop;smooth soul
2022-02-25T04:22:55Z,Once Twice Melody,Beach House,8,dream pop
2022-02-27T04:01:25Z,Forget Your Own Face,Black Dresses,8,electro-industrial;noise pop
2022-03-01T05:15:12Z,Zeal & Ardor,Zeal and Ardor,4,alternative metal
2022-03-02T03:21:41Z,God Don't Make Mistakes,Conway the Machine,9,east coast hip hop
2022-03-03T06:12:18Z,Love Sux,Avril Lavigne,4,pop punk
2022-03-07T04:24:15Z,Ghetto Gods,EarthGang,7,conscious hip hop;trap rap;neo-soul
2022-03-08T04:22:58Z,4Nem,Chief Keef,7,trap rap
2022-03-09T06:06:26Z,Painless,Nilüfer Yanya,7,indie rock
2022-03-10T04:10:21Z,This World Is Going to Ruin You,vein.fm,6,metalcore;alternative metal
2022-03-11T04:41:51Z,Topical Dancer,Charlotte Adigéry & Bolis Pupul,8,synthpop;techno
2022-03-13T05:44:36Z,Before Sh!t Got Weird,The Cool Kids,7,alternative hip hop
2022-03-15T06:03:58Z,Impera,Ghost,5,hard rock;glam metal
2022-03-16T04:24:29Z,Who Cares?,Rex Orange County,7,indie pop;neo-soul
2022-03-17T03:43:35Z,Tana Talk 4,Benny the Butcher,8,east coast hip hop;coke rap
2022-03-18T03:16:37Z,Oxy Music,Alex Cameron,6,soft rock;new wave
2022-03-22T02:43:40Z,SZNZ: Spring,Weezer,5,power pop;alt rock
2022-03-23T01:59:00Z,Crash,Charli XCX,5,dance pop
2022-03-24T03:20:24Z,Motomami,Rosalía,7,latin pop;avant-reggaeton
2022-03-25T01:28:39Z,Crest,Bladee & Ecco2k,8,ethereal pop
2022-03-29T04:39:38Z,Mainstream Sellout,Machine Gun Kelly,1,pop punk
2022-03-30T02:23:14Z,Diaspora Problems,Soul Glo,9,hardcore;punk rap;screamo
2022-03-31T04:08:04Z,Melt My Eyez See Your Future,Denzel Curry,8,conscious hip hop;jazz & psych rap
2022-04-01T03:38:52Z,Electricity,Ibibio Sound Machine,7,electro;afro-funk;synth funk;electro-disco
2022-04-06T02:32:44Z,D-Day,Dreamville,7,hip hop;trap rap
2022-04-07T04:04:26Z,Unlimited Love,Red Hot Chili Peppers,4,funk rock
2022-04-09T05:49:50Z,The Unraveling of PUPTheBand,PUP,6,punk rock
2022-04-10T20:49:45Z,American Gurl,Kilo Kish,8,electropop
2022-04-13T03:58:46Z,Chloë and the Next 20th Century,Father John Misty,4,traditional pop
2022-04-14T01:48:32Z,Self-Titled,Wet Leg,6,indie rock
2022-04-15T02:31:28Z,Stardust,Yung Lean,5,cloud rap
2022-04-15T23:34:12Z,Fear of the Dawn,Jack White,7,alternative rock
2022-04-19T03:12:07Z,Aethiopes,billy woods,8,abstract hip hop
2022-04-20T04:24:59Z,Ramona Park Broke My Heart,Vince Staples,6,west coast hip hop
2022-04-21T04:04:03Z,Bronco,Orville Peck,7,alternative country
2022-04-22T03:16:23Z,You Belong There,Daniel Rossen,8,chamber folk;singer-songwriter
2022-04-25T16:12:48Z,Famously Alive,Guerilla Toss,6,neo-psych;dance-punk;synthpop
2022-04-26T03:37:29Z,It's Time... To Rise From the Grave,Undeath,7,death metal
2022-04-27T03:23:26Z,It's Almost Dry,Pusha T,8,coke rap;alternative hip hop
2022-04-28T04:46:36Z,Omnium Gatherum,King Gizzard & The Lizard Wizard,6,psych rock
2022-05-02T17:17:30Z,Everything Was Beautiful,Spiritualized,8,space rock;neo-psych;dream pop
2022-05-03T15:57:44Z,I Never Liked You,Future,5,trap rap
2022-05-04T19:34:48Z,Shunka Ryougen,Haru Nemuri,7,art pop;post-hardcore;experimental hip hop
2022-05-06T02:49:49Z,Mahal,Toro y Moi,7,psych soul;hypnagogic pop
2022-05-08T01:31:04Z,Zeit,Rammstein,6,alternative metal
2022-05-10T03:16:07Z,We,Arcade Fire,4,indie rock
2022-05-11T04:33:35Z,Come Home The Kids Miss You,Jack Harlow,3,pop rap
2022-05-12T03:52:13Z,Super Champon,Otoboke Beaver,8,hardcore;garage punk
2022-05-14T06:26:56Z,We've Been Going About This All Wrong,Sharon Van Etten,6,indie rock
2022-05-17T04:59:34Z,Mr. Morale & The Big Steppers,Kendrick Lamar,8,pglang
2022-05-18T03:33:34Z,No Fear of Time,Black Star,5,conscious hip hop
2022-05-19T02:07:36Z,A Light for Attracting Attention,The Smile,7,art rock
2022-05-20T04:44:40Z,Dance Fever,Florence + the Machine,7,pop rock;chamber pop
2022-05-23T02:39:51Z,Deathfame,Quelle Chris,7,abstract hip hop
2022-05-24T03:54:11Z,Harry's House,Harry Styles,6,indie pop;soft rock
2022-05-25T03:03:17Z,Palaces,Flume,6,edm;future bass;trap
2022-05-26T15:35:54Z,Raw Data Feel,Everything Everything,7,art pop;indietronic;alternative dance
2022-06-01T03:59:06Z,Ugly Death No Redemption Angel Curse I Love You,Ada Rook,7,electro-industrial
2022-06-02T04:36:53Z,Un Verano Sin Ti,Bad Bunny,6,reggaeton;latin pop
2022-06-03T04:22:06Z,Killing Nothing,Boldy James & Real Bad Man,7,gangsta rap
2022-06-05T21:19:27Z,The Loser,Gospel,8,post-hardcore;prog;screamo
2022-06-07T04:11:05Z,Big Time,Angel Olsen,7,singer-songwriter;country;traditional pop
2022-06-08T03:17:29Z,Twelve Carat Toothache,Post Malone,3,pop;emo trap;reverb
2022-06-09T01:53:32Z,Get Used to It,KayCyy,4,melo-trap
2022-06-10T02:16:44Z,You Can't Kill Me,070 Shake,6,alternative r&b
2022-06-14T05:56:56Z,Self-Titled,Artificial Brain,8,futuristic death metal
2022-06-15T02:14:17Z,Labyrinthitis,Destroyer,6,new wave;sophisti-pop;indie rock
2022-06-16T02:51:50Z,Bothered / Unbothered,JER,8,ska punk
2022-06-17T01:28:15Z,Preacher's Daughter,Ethel Cain,6,singer-songwriter;slowcore;gothic americana;dream pop
2022-06-22T04:33:40Z,Vinyl Days,Logic,7,east coast hip hop
2022-06-23T04:06:31Z,Ugly Season,Perfume Genius,7,avant-pop;contemporary classical
2022-06-24T04:15:16Z,SZNZ: Summer,Weezer,5,alt rock;power pop
2022-06-28T04:36:18Z,Baby,Petrol Girls,9,post-hardcore;riot grrrl
2022-06-29T03:33:08Z,Drill Music in Zion,Lupe Fiasco,8,conscious hip hop
2022-06-30T04:02:45Z,"Sometimes, Forever",Soccer Mommy,7,indie rock
2022-07-01T03:23:01Z,"Home, before and after",Regina Spektor,6,singer-songwriter;orchestral
2022-07-06T04:42:25Z,Psychagogue,Krallice,7,atmospheric black metal
2022-07-07T03:28:46Z,Shape Up,Leikeli47,8,alternative hip hop;bangers
2022-07-09T18:58:02Z,Arkhon,Zola Jesus,7,darkwave
2022-07-12T03:52:41Z,Cave World,Viagra Boys,9,dance-punk
2022-07-13T03:35:58Z,X,Ken Carson,0,"trap rap;""rage"""
2022-07-14T04:02:32Z,Hiss,Wormrot,8,grindcore
2022-07-15T03:56:29Z,"Peace ""Fly"" God",Westside Gunn,5,coke rap;drumless
2022-07-17T01:47:00Z,Formentera,Metric,7,indie rock;alternative dance
2022-07-19T16:26:29Z,Special,Lizzo,6,r&b;dance pop;pop rap
2022-07-20T18:50:15Z,Gemini Rights,Steve Lacy,7,bedroom soul
2022-07-21T04:38:04Z,Hellfire,black midi,9,avant-prog;jazz rock
2022-07-26T19:50:42Z,World Wide Pop,Superorganism,6,indie pop;indietronic;neo-psych
2022-07-27T16:55:30Z,Entering Heaven Alive,Jack White,5,alternative rock;acoustic ballads
2022-07-28T18:29:18Z,2000,Joey Bada$$,7,east coast hip hop
2022-07-29T18:42:01Z,Las Ruinas,Rico Nasty,3,alternative hip hop
2022-08-02T04:13:21Z,God's Country,Chat Pile,8,noise rock;sludge metal
2022-08-03T03:43:11Z,Red & White 🔴 ⚪,Lil Uzi Vert,6,trap rap
2022-08-04T20:05:01Z,Renaissance,Beyoncé,8,dance pop;r&b;hip house
2022-08-06T19:29:39Z,NOT TiGHT,DOMi & JD Beck,7,nu-jazz;neo-soul
2022-08-10T22:13:06Z,Meridian Brothers & El Grupo Renacimiento,Meridian Brothers,8,freak salsa
2022-08-11T18:10:25Z,Too Much to Ask,Cheekface,8,indie rock;power pop;dance punk
2022-08-12T16:26:15Z,Beatopia,beabadoobee,7,alt rock;indie pop
2022-08-15T23:27:40Z,Traumazine,Megan Thee Stallion,6,trap;hardcore hip hop;pop rap
